id,section,text,tip_short,tip_detailed,chapter,region,reward,missable,verified,notes
"weapon-algernon-revolver","weapons","Algernon's Revolver","🔫 Complete ALL 5 Exotics requests → Orchids + Plumes → Ornate beauty!","Reward for completing the tedious but rewarding Duchesses and Other Animals quest.","4","lemoyne","Unique gun","","YES","Exotics reward"
"weapon-otis-miller","weapons","Otis Miller's Revolver","🔫 ⚠️ EPILOGUE → Torn Treasure Map → Cave in Cholla Springs → New Austin!","Epilogue only. Complete the Torn Treasure Map quest as John.","epilogue","new-austin","Unique gun","","YES","EPILOGUE"
"weapon-micah-revolver","weapons","Micah's Revolver","🔫 ⚠️ EPILOGUE 2 → Return to Mount Hagen → After credits → Satisfying!","Return to final story location as John after credits. Very satisfying pickup.","epilogue","ambarino","Unique gun","","YES","Return visit"
"weapon-m1899","weapons","M1899 Pistol","🔫 Saint Denis Gunsmith ONLY → Ch4+ → Most modern pistol!","Only available in Saint Denis. Semi-automatic, most modern gun in game.","4","lemoyne","$350","","YES","Modern gun"
"weapon-electric-lantern","weapons","Electric Lantern","💡 'Bright Bouncing Boy' Part 2 → Marko Dragic lab → Brighter light!","Complete Dragic's experiment. Much brighter than regular lantern.","4","new-hanover","Special item","","YES","Better light"
"bandit-header","challenge-bandit","Bandit Challenges (10)","🦝 Outlaw activities → Robberies, holdups, wanted levels","Test your criminal skills with increasingly difficult outlaw challenges.","","","Reinforce Lasso","","YES","Be an outlaw"
"bandit-1","challenge-bandit","Rank 1: Holdup 5 Townsfolk","🦝 Point gun at NPCs and demand money → Easy in small towns","Rob 5 random people at gunpoint. Small towns like Valentine work well.","","","","","YES","Intimidation"
"bandit-2","challenge-bandit","Rank 2: Rob $50 from Townsfolk","🦝 Continue robbing until $50 total → Varies per victim","Keep robbing until you've stolen $50 total from civilians.","","","","","YES","Keep robbing"
"bandit-3","challenge-bandit","Rank 3: Rob 4 Stores in 1 Day","🦝 Hit 4 shops before midnight → Plan your route!","Quick blitz: General stores, gunsmiths count. Map your route.","","","","","YES","Speed robbery"
"bandit-4","challenge-bandit","Rank 4: Rob $250 from Registers","🦝 Aim at shopkeeper → Force to open register → 5 stores","Point gun at shopkeepers to open their registers. Need $250 total.","","","","","YES","Register money"
"bandit-5","challenge-bandit","Rank 5: Steal 5 Horses to Fence","🦝 Steal horses → Take to Clemens Point horse fence","Steal horses and sell to the horse fence. Quality doesn't matter.","3","","","","YES","Horse theft"
"bandit-6","challenge-bandit","Rank 6: Steal 3 Coaches to Fence","🦝 Steal stagecoaches → Take to Emerald Ranch wagon fence","Steal stagecoaches and deliver to Seamus at Emerald Ranch.","","","","","YES","Coach theft"
"bandit-7","challenge-bandit","Rank 7: Rob $100 in Single Train","🦝 Stop train → Rob all passengers → Get $100 from one train","Rob every passenger and lockbox on a single train for $100+.","","","","","YES","Train robbery"
"bandit-8","challenge-bandit","Rank 8: Survive $250 Bounty (Each State)","🦝 Get $250 bounty in all 5 states → Then pay it off","Get and survive a $250 bounty in each state. Pay off after.","","","","","YES","All states"
"bandit-9","challenge-bandit","Rank 9: Hogtie 3 People to Railroad","🦝 Hogtie NPCs → Place on train tracks → Dark...","Tie up 3 people and place them on railroad tracks. Grim but works.","","","","","YES","Very dark"
"bandit-10","challenge-bandit","Rank 10: Steal 5 Wagons Parked at Camp","🦝 Steal wagons from gang camps → Most difficult","Steal 5 wagons directly from enemy gang camps.","","","","","YES","Hardest"
"explorer-header","challenge-explorer","Explorer Challenges (10)","🗺️ Discover the world → Treasures, points of interest","Explore the vast world and uncover its secrets.","","","Increase Horse Bonding","","YES","Explore!"
"explorer-1","challenge-explorer","Rank 1: Discover 5 Treasure Locations","🗺️ Find any 5 treasures from treasure hunts","Complete treasure hunts and find 5 treasure locations.","","","","","YES","Treasure hunt"
"explorer-2","challenge-explorer","Rank 2: Discover 2 Graves","🗺️ Find gang member graves → Marked on special maps","Find 2 of the 9 gang member graves scattered across the map.","","","","","YES","Graves"
"explorer-3","challenge-explorer","Rank 3: Discover 3 Homesteads","🗺️ Find robbery locations → Icons on map","Discover 3 robbable homesteads (shown as house icons).","","","","","YES","Homesteads"
"explorer-4","challenge-explorer","Rank 4: Discover 5 Graves","🗺️ Keep finding graves → All 9 are scattered","Continue finding graves. Use online guides if needed.","","","","","YES","More graves"
"explorer-5","challenge-explorer","Rank 5: Discover 5 Points of Interest","🗺️ Unique locations that get journal entries","Find 5 points of interest - unique locations marked in journal.","","","","","YES","POI hunting"
"explorer-6","challenge-explorer","Rank 6: Discover All Hideouts","🗺️ Find all gang hideout locations → 6 total","Discover all 6 gang hideout locations across the map.","","","","","YES","Gang hideouts"
"explorer-7","challenge-explorer","Rank 7: Discover 10 POIs","🗺️ Keep exploring → 10 Points of Interest total","Continue finding unique points of interest.","","","","","YES","Keep exploring"
"explorer-8","challenge-explorer","Rank 8: Discover 15 POIs","🗺️ Explore Ambarino and Lemoyne thoroughly","Thorough exploration of all regions for 15 POIs.","","","","","YES","Thorough"
"explorer-9","challenge-explorer","Rank 9: Discover 20 POIs","🗺️ Almost all Points of Interest → Use guides","Nearly all POIs discovered. Use online maps for remaining.","","","","","YES","Near complete"
"explorer-10","challenge-explorer","Rank 10: Find Hunting Map","🗺️ Complete all treasure hunts → Automatic","Find the legendary animal map from the hunting quest.","","","","","YES","Final!"
"gambler-header","challenge-gambler","Gambler Challenges (10)","🎰 Games of chance → Poker, Blackjack, Dominoes, Fillet","Test your luck and skill at various gambling games.","","","Increased Dead Eye","","YES","Feeling lucky?"
"gambler-1","challenge-gambler","Rank 1: Win 5 Poker Hands","🎰 Flatneck Station or Valentine → Play conservatively","Win 5 hands of poker. Play at low stakes tables.","","","","","YES","Basic poker"
"gambler-2","challenge-gambler","Rank 2: Double Down 5x (Blackjack)","🎰 Only double on 10-11 → Shows confidence","Double down 5 times in blackjack. Best on 10 or 11.","","","","","YES","Blackjack"
"gambler-3","challenge-gambler","Rank 3: Win 3 Dominoes Games","🎰 Emerald Station easiest → Block opponent's numbers","Win 3 games of dominoes. Emerald Station is recommended.","","","","","YES","Dominoes"
"gambler-4","challenge-gambler","Rank 4: Bust Poker Player Each Location","🎰 Keep playing until opponent breaks → All locations","Make an opponent go broke at each poker location.","","","","","YES","Bust them"
"gambler-5","challenge-gambler","Rank 5: Win 3 Dominoes in Row","🎰 All Threes mode → Patience and defense","Win 3 consecutive domino games. Very RNG dependent.","","","","","YES","Streak needed"
"gambler-6","challenge-gambler","Rank 6: Blackjack 3+ Hits Win 5x","🎰 Hit on low cards → RNG heavy but doable","Win blackjack 5 times while hitting 3 or more times each.","","","","","YES","RNG heavy"
"gambler-7","challenge-gambler","Rank 7: Five Finger Fillet All Locations","🎰 Strawberry, Valentine, Van Horn → Beat all players","Beat all Five Finger Fillet players at every location.","","","","","YES","Dangerous game"
"gambler-8","challenge-gambler","Rank 8: Blackjack 3+ Hits Win 3 in Row ⚠️","🎰 HARDEST CHALLENGE! → Save constantly → RNG nightmare","Most frustrating challenge in the game. Save before every hand!","","","","","YES","NIGHTMARE!"
"gambler-9","challenge-gambler","Rank 9: Dominoes 3 in Row Again","🎰 All Fives this time → Very grindy","Another domino streak. All Fives mode this time.","","","","","YES","More dominoes"
"gambler-10","challenge-gambler","Rank 10: Poker 3 Hands in Row","🎰 Play conservatively → Fold weak hands","Win 3 consecutive poker hands. Fold when weak.","","","","","YES","Final gamble"
"herbalist-header","challenge-herbalist","Herbalist Challenges (10)","🌿 Plants and herbs → Crafting, foraging, cooking","Master the art of herbalism and plant identification.","","","Increase Health XP","","YES","Nature lover"
"herbalist-1","challenge-herbalist","Rank 1: Pick 6 Yarrow","🌿 Yellow flowers → Heartlands grasslands","Pick 6 yarrow plants. Very common in grasslands.","","","","","YES","Easy start"
"herbalist-2","challenge-herbalist","Rank 2: Eat 4 Berry Types","🌿 Raspberry, Blackberry, Wintergreen, Evergreen","Eat any 4 different types of berries.","","","","","YES","Berry picking"
"herbalist-3","challenge-herbalist","Rank 3: Craft 7 Sage Items","🌿 Potent Bitters or Seasoned Meat → Sage is common","Craft 7 items using sage as an ingredient.","","","","","YES","Sage crafting"
"herbalist-4","challenge-herbalist","Rank 4: Feed Horse 5 Mushrooms","🌿 Any mushroom → Open satchel → Feed option","Feed your horse 5 mushrooms of any type.","","","","","YES","Horse treats"
"herbalist-5","challenge-herbalist","Rank 5: Craft 9 Indian Tobacco Items","🌿 Snake Oil ingredients → Near rivers","Craft 9 items using Indian Tobacco.","","","","","YES","Snake Oil"
"herbalist-6","challenge-herbalist","Rank 6: Collect 15 Species","🌿 Explore different biomes → Various climates","Collect 15 different plant species.","","","","","YES","Variety"
"herbalist-7","challenge-herbalist","Rank 7: Craft 5 Special Miracle Tonics","🌿 High-tier recipe → Buy pamphlet from Fence","Craft 5 Special Miracle Tonics.","","","","","YES","Best tonics"
"herbalist-8","challenge-herbalist","Rank 8: Craft 6 Poison Weapons","🌿 Oleander grows in Bayou → Poison arrows/knives","Craft 6 poison weapons using Oleander Sage.","","","","","YES","Deadly plants"
"herbalist-9","challenge-herbalist","Rank 9: Pick All 43 Species ⚠️","🌿 REQUIRES NEW AUSTIN! → Epilogue normally","Pick all 43 plant species. Some only in New Austin!","epilogue","","","","YES","EPILOGUE NEEDED"
"herbalist-10","challenge-herbalist","Rank 10: Season 11 Meat Types","🌿 All meats with oregano/thyme/mint → SEASONED","Season and cook 11 different meat types.","","","","","YES","Master chef"
"horseman-header","challenge-horseman","Horseman Challenges (10)","🐎 Horse mastery → Riding, racing, mounted combat","Test your horsemanship with riding and mounted challenges.","","","Increase Stamina XP","","YES","Ride on!"
"horseman-1","challenge-horseman","Rank 1: Kill 5 Rabbits Horseback","🐎 Trample or shoot → Fields near Valentine","Kill 5 rabbits while on horseback.","","","","","YES","Easy riding"
"horseman-2","challenge-horseman","Rank 2: Jump 3 Obstacles in 15s","🐎 Find fence line → Jump quickly","Jump 3 obstacles within 15 seconds.","","","","","YES","Quick jumps"
"horseman-3","challenge-horseman","Rank 3: Valentine to Rhodes <5min","🐎 Horse Stimulants → Direct road → Fast horse","Ride from Valentine to Rhodes in under 5 minutes.","","","","","YES","Speed run"
"horseman-4","challenge-horseman","Rank 4: Drag Victim 3300ft","🐎 Lasso someone → Drag in circles","Drag a victim 3300 feet with your lasso.","","","","","YES","Cruel"
"horseman-5","challenge-horseman","Rank 5: Trample 5 Animals","🐎 Gallop through rabbit fields","Trample 5 animals while riding at full speed.","","","","","YES","Roadkill"
"horseman-6","challenge-horseman","Rank 6: Strawberry to SD No Path","🐎 Under 9 min → Avoid water → Use bridges","Ride from Strawberry to Saint Denis without crossing water.","","","","","YES","Long detour"
"horseman-7","challenge-horseman","Rank 7: Kill 7 Enemies Mounted","🐎 Don't dismount → Gang hideout works","Kill 7 enemies without dismounting.","","","","","YES","Mounted combat"
"horseman-8","challenge-horseman","Rank 8: Kill 9 Predators Mounted","🐎 Wolves, cougars, bears → Rifle from saddle","Kill 9 predators while on horseback.","","","","","YES","Dangerous"
"horseman-9","challenge-horseman","Rank 9: Van Horn to Blackwater ⚠️","🐎 Under 17 min → EPILOGUE REQUIRED → Long ride","Ride without crossing water. Epilogue only!","epilogue","","","","YES","EPILOGUE"
"horseman-10","challenge-horseman","Rank 10: Break All Wild Breeds","🐎 Mustang, Nokota, Paint, Hungarian, Morgan","Break every wild horse breed.","","","","","YES","Horse whisperer"
"hunter-header","challenge-hunter","Hunter Challenges (10)","🦌 Hunting mastery → Pelts, tracking, dangerous game","Master the art of hunting various wildlife.","","","Increase Health","","YES","Become hunter"
"hunter-1","challenge-hunter","Rank 1: Skin 3 Deer","🦌 Very easy → Heartlands is full of deer","Skin 3 deer. Extremely common in Heartlands.","","","","","YES","Easy start"
"hunter-2","challenge-hunter","Rank 2: 3 Perfect Rabbit Pelts","🦌 VARMINT RIFLE headshots → Small game arrows work","Get 3 perfect rabbit pelts. Requires correct weapon.","","","","","YES","Perfect pelts"
"hunter-3","challenge-hunter","Rank 3: Track 10 Species","🦌 Study with binoculars → Follow tracks","Track 10 different animal species to their location.","","","","","YES","Tracker"
"hunter-4","challenge-hunter","Rank 4: Call Animal 5x Kills","🦌 Aim → R1/RB to call → Headshot when it looks","Call animals towards you and kill 5 of them.","","","","","YES","Lure them"
"hunter-5","challenge-hunter","Rank 5: Skin 3 Bears","🦌 Black Bears common → North of Strawberry","Skin 3 bears. Black bears are easier to find.","","","","","YES","Big game"
"hunter-6","challenge-hunter","Rank 6: Kill 5 Cougars (Bow)","🦌 Poison arrows → W of Owanjila → Night → Save often!","Kill 5 cougars using a bow. Very dangerous!","","","","","YES","Dangerous!"
"hunter-7","challenge-hunter","Rank 7: Bait Kill Predator + Herbivore","🦌 Use baits → Place, hide, wait, shoot","Use bait to attract and kill both predator and herbivore.","","","","","YES","Bait master"
"hunter-8","challenge-hunter","Rank 8: Catch 3 Fish No Rod","🦌 Dynamite, poison arrows, or bow in shallow","Catch 3 fish without using a fishing rod.","","","","","YES","Creative fishing"
"hunter-9","challenge-hunter","Rank 9: Kill Playing Dead Opossum","🦌 They fake death → Wait for it → Then shoot","Kill an opossum while it's playing dead.","","","","","YES","Patience"
"hunter-10","challenge-hunter","Rank 10: Hunt Legendary Panther ⭐","🦌 UNLOCKS Legendary Panther! → Bolger Glade → Dangerous!","This challenge unlocks the Legendary Panther hunt!","","","Panther Eye Trinket","","YES","FINAL BOSS"
"sharpshooter-header","challenge-sharpshooter","Sharpshooter Challenges (10)","🎯 Precision shooting → Distance, speed, accuracy","Test your marksmanship with various shooting challenges.","","","Increase Dead Eye XP","","YES","Dead Eye"
"sharp-1","challenge-sharpshooter","Rank 1: Kill 3 Flying Birds","🎯 Shotgun makes easy → Ducks, crows, any birds","Kill 3 birds while they're in flight.","","","","","YES","Easy shots"
"sharp-2","challenge-sharpshooter","Rank 2: Kill 2 Species 1 Dead Eye","🎯 Tag deer + coyote or bird + rabbit → Execute","Kill 2 different species in a single Dead Eye use.","","","","","YES","Multi-target"
"sharp-3","challenge-sharpshooter","Rank 3: Kill 5 Birds from Train","🎯 Ride on roof → Shotgun → Birds fly by","Kill 5 birds while riding on a moving train.","","","","","YES","Moving target"
"sharp-4","challenge-sharpshooter","Rank 4: 80ft Tomahawk Kill","🎯 Homing Tomahawk on stationary target","Kill an enemy from 80 feet away with a tomahawk.","","","","","YES","Long throw"
"sharp-5","challenge-sharpshooter","Rank 5: Kill 6 Animals No Reload","🎯 Varmint rifle in rabbit field → Or bow in deer area","Kill 6 animals without reloading or switching weapons.","","","","","YES","Efficient"
"sharp-6","challenge-sharpshooter","Rank 6: 660ft+ Kill","🎯 Carcano Rifle + Long scope → Long sightline","Kill an enemy from over 660 feet away.","","","","","YES","Sniper"
"sharp-7","challenge-sharpshooter","Rank 7: 7 Headshots in Row","🎯 Dead Eye + gang hideout → Practice makes perfect","Get 7 consecutive headshots.","","","","","YES","Precision"
"sharp-8","challenge-sharpshooter","Rank 8: Disarm 3 No Reload","🎯 Aim for gun hand → Precise aim needed","Disarm 3 enemies without reloading.","","","","","YES","Disarm"
"sharp-9","challenge-sharpshooter","Rank 9: 3 Hats Off Same Dead Eye","🎯 Tag 3 heads high → Don't kill → Town works","Shoot 3 hats off enemies in a single Dead Eye.","","","","","YES","Hat trick"
"sharp-10","challenge-sharpshooter","Rank 10: 3 Birds 3 Consecutive Shots","🎯 Scoped rifle → Wait for bunched birds","Kill 3 birds with 3 consecutive rifle shots.","","","","","YES","Perfect aim"
"survivalist-header","challenge-survivalist","Survivalist Challenges (10)","🏕️ Survival skills → Fishing, crafting, wilderness","Master wilderness survival techniques.","","","Increase Stamina","","YES","Survive!"
"survivalist-1","challenge-survivalist","Rank 1: Catch 3 Bluegill","🏕️ Common fish → Any lake with bread/cheese bait","Catch 3 bluegill fish.","","","","","YES","Easy fishing"
"survivalist-2","challenge-survivalist","Rank 2: Donate 5 Animals","🏕️ Carcasses or pelts → Camp or Trapper","Donate 5 animals to camp or the Trapper.","","","","","YES","Contributions"
"survivalist-3","challenge-survivalist","Rank 3: 5 Varmint Rifle Kills","🏕️ Rabbits, squirrels, birds → Easy headshots","Kill 5 animals with the Varmint Rifle.","","","","","YES","Small game"
"survivalist-4","challenge-survivalist","Rank 4: Craft All Arrow Types","🏕️ Dynamite, Fire, Poison, Improved, Small Game","Craft every type of arrow.","","","","","YES","Arrow master"
"survivalist-5","challenge-survivalist","Rank 5: Fish from Boat + Railroad","🏕️ Bayou boat → Then stand on railroad over water","Fish from a boat and from railroad tracks.","","","","","YES","Unique spots"
"survivalist-6","challenge-survivalist","Rank 6: Kill 5 Scavenging Animals","🏕️ Coyote/vulture eating corpse → Kill while eating","Kill 5 animals while they're scavenging.","","","","","YES","Scavengers"
"survivalist-7","challenge-survivalist","Rank 7: 8 Small Game Arrow Kills","🏕️ Consecutive → Rabbits/squirrels → Don't miss!","Get 8 consecutive kills with small game arrows.","","","","","YES","Precision"
"survivalist-8","challenge-survivalist","Rank 8: Craft Special Throwables","🏕️ Homing Tomahawk, Improved, Volatile items","Craft all special throwable weapons.","","","","","YES","Throwables"
"survivalist-9","challenge-survivalist","Rank 9: Catch 19lb+ Fish","🏕️ Legendary fish or big Muskie/Pike → Special lures","Catch a fish weighing over 19 pounds.","","","","","YES","Big catch"
"survivalist-10","challenge-survivalist","Rank 10: Catch All Fish Species","🏕️ All 13 types → Different lures for each","Catch all 13 fish species.","","","","","YES","Master angler"
"weapons-expert-header","challenge-weapons-expert","Weapons Expert Challenges (10)","🔫 Combat mastery → Melee, throws, explosives","Master all combat techniques and weapon types.","","","Unlock Special Weapons","","YES","Combat master"
"weapons-expert-1","challenge-weapons-expert","Rank 1: Kill 3 with Knife","🔫 Melee knife attacks → Any enemies","Kill 3 enemies using a knife.","","","","","YES","Close combat"
"weapons-expert-2","challenge-weapons-expert","Rank 2: 3 Kills in 10s (Throwing Knives)","🔫 Dead Eye helps → Camp raids work","Kill 3 enemies in 10 seconds using only throwing knives.","","","","","YES","Quick throws"
"weapons-expert-3","challenge-weapons-expert","Rank 3: 3 Birds of Prey (Tomahawk)","🔫 Hawks/eagles → Homing Tomahawk → Very hard!","Kill 3 birds of prey using a tomahawk.","","","","","YES","Hardest!"
"weapons-expert-4","challenge-weapons-expert","Rank 4: 10 Kills Crafted Shotgun Ammo","🔫 Slug, Incendiary, or Explosive shells","Kill 10 enemies using crafted shotgun ammunition.","","","","","YES","Crafted ammo"
"weapons-expert-5","challenge-weapons-expert","Rank 5: 5 Mounted Kills (1 Knife Each)","🔫 One knife per mounted enemy → No misses!","Kill 5 mounted enemies with one throwing knife each.","","","","","YES","Precision throws"
"weapons-expert-6","challenge-weapons-expert","Rank 6: 4 Kills Single Dynamite","🔫 Lure enemies together → Gang hideouts","Kill 4 enemies with a single stick of dynamite.","","","","","YES","Explosive"
"weapons-expert-7","challenge-weapons-expert","Rank 7: 4 Consecutive (Same Tomahawk)","🔫 Throw, retrieve, repeat → Don't miss!","Kill 4 enemies consecutively with the same tomahawk.","","","","","YES","Retrieve it"
"weapons-expert-8","challenge-weapons-expert","Rank 8: 15 Kills Long Sidearm","🔫 Mauser, Semi-Auto, or Volcanic with long barrel","Kill 15 enemies using a long-barreled sidearm.","","","","","YES","Long pistol"
"weapons-expert-9","challenge-weapons-expert","Rank 9: 9 Unaware Kills (Bow)","🔫 Stealth kills → Sneak up at camps","Kill 9 unaware enemies from behind using a bow.","","","","","YES","Stealth archer"
"weapons-expert-10","challenge-weapons-expert","Rank 10: Grizzly (Knives, No Damage) ⭐","🔫 Very hard! → Cover, Dead Eye, patience","Kill a grizzly bear with throwing knives taking no damage!","","","","","YES","ULTIMATE!"
"mysteries-header","mysteries","Mysteries & Secrets 🔮","👻 Supernatural encounters, Easter eggs, hidden stories","RDR2's most mysterious and secretive content - ghosts, UFOs, and more!","","","","","YES","Discover secrets"
"mystery-ufo-1","mysteries","UFO 1: Hani's Bethel Cult Shack","👽 N of Emerald Ranch → Find dead cultists + note about KUHKOWABA","Cult members died waiting for aliens. Read note about their beliefs.","","new-hanover","Mysterious Note","","YES","Creepy"
"mystery-ufo-2","mysteries","UFO 1: Trigger at 2:00 AM","👽 Return to shack at 2:00 AM → Green glow → UFO hovers!","Return at exactly 2:00 AM to witness the UFO appear above the shack!","","new-hanover","UFO Sighting","","YES","Aliens!"
"mystery-ufo-3","mysteries","UFO 2: Mount Shann Peak","👽 Mountain top N of Strawberry → 2:00 AM → Different craft","Second UFO location. Completely different spacecraft design!","","west-elizabeth","UFO Sighting #2","","YES","Second UFO"
"mystery-vampire","mysteries","Vampire of Saint Denis 🧛","🧛 Find 5 blood graffiti clues → Midnight only → Alley fight!","Find 5 vampire graffiti messages. Then confront the vampire at midnight!","","lemoyne","Ornate Dagger","","YES","Reward: Dagger"
"mystery-serial-1","mysteries","Serial Killer: Clue 1 (Wallace Station)","🔪 SW of Valentine → Rock with body parts → Map in head","First gruesome crime scene. Find the map piece in severed head.","","new-hanover","Map Piece 1/3","","YES","Disturbing!"
"mystery-serial-2","mysteries","Serial Killer: Clue 2 (Valentine South)","🔪 Between Citadel Rock & Caster's Ridge → Under bridge","Second crime scene under a bridge. More body parts, more clues.","","new-hanover","Map Piece 2/3","","YES","Getting close"
"mystery-serial-3","mysteries","Serial Killer: Clue 3 (Braithwaite East)","🔪 East of Braithwaite Manor → Body in tree → 'BEHOLD'","Final crime scene. Body hung in tree with 'BEHOLD' written.","","lemoyne","Map Piece 3/3","","YES","Final clue"
"mystery-serial-4","mysteries","Serial Killer: Confront at Cabin","🔪 Lucky's Cabin (W of Valentine) → Complete map reveals location","Confront the killer in his cabin. Disturbing encounter!","","new-hanover","Conclusion","","YES","Justice"
"mystery-ghost-agnes","mysteries","Ghost of Agnes Dowd ⭐","👻 NW Bluewater Marsh → 9PM-3AM → Foggy nights → 16 appearances!","Ghost appears 16 times telling her tragic story. Grave at Shady Belle.","","lemoyne","Ghost Story","","YES","16 visits!"
"mystery-ghost-train","mysteries","Ghost Train","🚂 S of Old Greenbank Mill → 3:00 AM → Ride the tracks","Ghost train appears once per playthrough. Horse gets very anxious!","","lemoyne","Rare Event","","YES","ONCE ONLY"
"mystery-strange-man","mysteries","The Strange Man Cabin 📍","🎭 Bayall Edge cabin → Mirror shows mysterious figure from RDR1","Painting in cabin completes over time. Mirror reflects Strange Man!","","lemoyne","RDR1 Reference","","YES","Meta mystery"
"mystery-robot","mysteries","Marko Dragic Part 1: Meet Inventor","🤖 SW Saint Denis park → Ch4+ → Help with RC boat","Help the inventor with his remote-controlled boat demonstration.","4","lemoyne","Side Quest","","YES","Inventor"
"mystery-robot-2","mysteries","Marko Dragic Part 2: Doverhill Lab","⚡ Far NE map → Wait 24h → Capture lightning → Robot alive!","Return to lab. Help capture lightning to power the automaton!","4","new-hanover","Electric Lantern","","YES","Science!"
"mystery-robot-3","mysteries","Marko Dragic Part 3: Find the Robot","🤖 Return again → Marko dead → Robot on mountain overlooking Colter","Find the robot on a cliff. It says 'Papa...' Heartbreaking!","","ambarino","Conclusion","","YES","Sad ending"
"mystery-feral-man","mysteries","Feral Man","🐺 Roanoke Ridge → Wild man living with wolf pack","Encounter a man who lives with wolves. Unique NPC!","","new-hanover","Unique Encounter","","YES","Rare NPC"
"mystery-devil-cave","mysteries","Devil's Cave","😈 Big Valley cave → Man claims to be the Devil","Creepy cave encounter with a man making disturbing claims.","","west-elizabeth","Creepy Dialogue","","YES","Disturbing"
"mystery-meteor","mysteries","Meteor Crash Site","☄️ Roanoke Ridge → Burned cabin destroyed by meteor","Find a cabin destroyed by a meteor. Meteor fragment inside!","","new-hanover","Meteor Fragment","","YES","Space rock"
"mystery-witch","mysteries","Witch's Cauldron","🧙 N of Annesburg swamp → Bubbling cauldron → Drink potion!","Find bubbling cauldron. Drink the potion for a strange effect!","","new-hanover","Strange Effect","","YES","Spooky"
"mystery-viking-tomb","mysteries","Viking Tomb","⚔️ NW of Annesburg → Ancient burial site → Viking items","Ancient Viking burial in America? Get Viking Hatchet + Helmet here!","","new-hanover","Viking Gear","","YES","History mystery"
"mystery-tiny-church","mysteries","Tiny Church","⛪ Bayou Nwa → Miniature uninhabited white church","Inexplicably small church in the bayou. No explanation given...","","lemoyne","Unexplained","","YES","???"
"mystery-pagan","mysteries","Pagan Ritual Site","🔥 Big Valley, W of Strawberry → Disturbing sacrifice scene","Horrific ritual site with mutilated body. Pagan Skull Mask here!","","west-elizabeth","Pagan Skull Mask","","YES","Dark!"
"mystery-bigfoot-skeleton","mysteries","Giant Skeleton","💀 Cave atop Mount Shann → Massive humanoid skeleton","Enormous skeleton deep in a cave. Bigfoot ancestor?","","west-elizabeth","Point of Interest","","YES","Sasquatch?"
"mystery-bigfoot-voice","mysteries","Talking Giant","🗣️ Grizzlies East → REQUIRES 30+ animal species studied first!","Follow birds to cave. Return every 3 days for more dialogue.","","ambarino","Dialogue Encounters","","YES","Study animals!"
"mystery-time-traveler","mysteries","Francis Sinclair Time Traveler 🕰️","⏰ Cabin NW Strawberry → Note his modern speech and birthmark!","Find rock carvings for him. Return to cabin for mind-bending ending!","","west-elizabeth","Old Brass Compass","","YES","Time loop!"
"strangers-header","strangers","Stranger Missions 🤠","👥 Side quests with unique characters → Story, rewards, and secrets!","Meet interesting NPCs across the world. Some of the best storytelling in the game!","","","","","YES","Amazing stories"
"stranger-albert-mason","strangers","Arcadia for Amateurs (Albert Mason)","📸 Wildlife photographer → 4 random encounters → Help with animals","Albert Mason needs help photographing dangerous wildlife. Very funny encounters!","2","","$150 total","","YES","4 encounters"
"stranger-algernon","strangers","Duchesses and Other Animals ⭐","🦜 Algernon Wasp → Saint Denis → 5 GRINDY exotic requests","Start in Saint Denis. Collect exotic feathers and orchids. VERY time-consuming but worth it!","4","lemoyne","Algernon's Revolver","","YES","BEST REVOLVER"
"stranger-gunslingers","strangers","The Noblest of Men (Gunslingers) ⭐","🔫 Valentine Saloon → Theodore Levin → Track 5 legendary gunslingers","Amazing multi-part quest. Each gunslinger gives unique weapon. One of the best stranger missions!","2","new-hanover","4 Unique Revolvers + $350","⚠️ MISSABLE","YES","MUST DO"
"stranger-guns-flaco","strangers","Gunslinger: Flaco Hernandez","🔫 Cairn Lake → Ambarino → Fight gang then duel Flaco","First gunslinger. High in Grizzlies mountains. Fight through his gang first.","2","ambarino","Flaco's Revolver","","YES","Cold location"
"stranger-guns-emmet","strangers","Gunslinger: Emmet Granger","🔫 Pig farm E of Flatneck → Clean the pigsty → Then duel!","Hilarious mission. You have to shovel pig manure before he'll duel you!","2","new-hanover","Granger's Revolver","","YES","Funny mission"
"stranger-guns-billy","strangers","Gunslinger: Billy Midnight","🔫 Rhodes Train Station → Chase on train → Roof duel!","Board train from Rhodes. Chase Billy Midnight to the roof for a dramatic duel!","2","lemoyne","Midnight's Pistol","","YES","Train duel!"
"stranger-guns-belle","strangers","Gunslinger: Black Belle","🔫 Bluewater Marsh → NO DUEL → Defend from bounty hunters","Only gunslinger you don't fight. Help her escape bounty hunters instead.","2","lemoyne","Photo for Levin","","YES","No duel"
"stranger-guns-calloway","strangers","Gunslinger: Jim Boy Calloway","🔫 Saint Denis Riverboat → FINAL DUEL → Complete the story!","Final gunslinger. Meet on riverboat in Saint Denis. Epic conclusion!","4","lemoyne","Calloway's Revolver","⚠️ MISSABLE","YES","FINAL DUEL"
"stranger-veteran","strangers","The Veteran (Hamish Sinclair) ⭐","🐎 O'Creagh's Run → 4 parts → One of the BEST missions + BUELL!","Meet one-legged Civil War vet. Amazing character with 4 encounters.","6","ambarino","Buell (Gold Horse)","⚠️ MISSABLE","YES","AMAZING HORSE"
